sig_id,drug_id
id_15a57f9b7,345eb6a69
id_15a72e87c,3b5a343a7
id_15a85475f,9d5a1c5c1
id_15b04ef36,f33d4b55a
id_15b1077e8,cacb2b860
id_15b21a6d4,9b87ce240
id_15b2af37b,2862c5a81
id_15b58269c,2fb591d53
id_15b70ec54,d50f18348
id_15ba9a1cf,fdcd6eba3
id_15bc402ba,fbd797b85
id_15c15497c,64faf6255
id_15c2f9ef3,456e54186
id_15c39fe4b,9cbacb6de
id_15c44d8c0,bb9ea924c
id_15c97eb41,8b87a7a83
id_15cb69248,cacb2b860
id_15cf05552,37b33b4d6
id_15d0c77de,ad2da4efe
id_15d39a0ef,17490f218
id_15d57e6f1,cacb2b860
id_15d5b31ee,cacb2b860
id_15d77e321,4d7c82229
id_15dde21c2,404e713a8
id_15de50516,2862c5a81
id_15df65bd9,4d385b4bc
id_15dfce597,2249f481f
id_15e3d3a0b,cacb2b860
id_15e5106ec,84ba1361d
id_15e6f0d35,87d714366
id_15ea33a01,87d714366
id_15ec664cc,6bc52f3ab
id_15ece1c71,cacb2b860
id_15ee90f21,cd5323b1a
id_15ef69af9,d66481b90
id_15f2b13f6,87d714366
id_15f336fbc,d50f18348
id_15f34140f,0994324f7
id_15f859948,989a4f93d
id_15fb35962,d73b6a4a2
id_15fb6034c,55a6b84b9
id_15fd48885,7bd284b37
id_15ff1f33d,035a6a762
id_16008e65e,b2768d10c
id_16024f129,cacb2b860
id_1602a0a61,24a3fbf37
id_1602fa76c,1abba6a06
id_160395961,292ab2c28
id_16061ed77,cacb2b860
id_1607c18ca,db406b2e6
id_1607ea0a6,77e03202d
id_16123db82,212895fb6
id_16189c6e7,93cbfaa05
id_161b8d8ba,2e72e42ba
id_161e78604,ba9f99c9c
id_16204bb26,3610da8fc
id_1626005b9,d8b489c4a
id_16291e2b9,e60f6df53
id_162b9d736,21d9e9e4e
id_162c0c913,ed056dede
id_162d67d2d,cacb2b860
id_1630035d8,cacb2b860
id_1630cb4c8,10f5807a0
id_1632e5033,f92d8dc63
id_16343f279,cacb2b860
id_16349ee2b,13ecdf353
id_163596286,2830d3cb4
id_163bd7f3e,fe8625cad
id_164ca76be,e57f7453e
id_164d3ff97,1d6d68fd5
id_164f4b98e,3228230d1
id_165383d3f,82e9d6227
id_1654e7ad1,29d24570f
id_16577e934,175129f43
id_165a94cb9,e41f6c48c
id_165b024b9,f6bcf8339
id_16654b343,80100f7b3
id_16683a656,31a40e7dd
id_1668dbcb4,412428305
id_166925250,f03649630
id_166aa75a3,9030b3101
id_166e8f485,cb2c25132
id_166f25fd5,dd30eef7a
id_16785e684,c1a6b83a0
id_16797f574,c0560ba98
id_167af4fa0,9f80f3f77
id_167b53c0f,af3aa3a26
id_167b7b3e0,3cbb7b22b
id_167c1e1ff,7f3196674
id_167c5f6c4,60fb1a2e9
id_16863866f,6dae023ba
id_168a1c78e,3bc819237
id_168c7ce83,b2f9c1483
id_1692a0ae2,be3cd78c2
id_16956ac95,2905ae5c4
id_16988371b,d08af5d4b
id_169b2b788,bed53c75f
id_169b66130,b84f67593
id_169bbc277,ed056dede
id_169bc09ab,f92989f8d
id_16a03e27c,a775159c0
id_16a1f9fdb,b71092051
id_16a7a4063,b6c76c889
id_16a918bc4,a85e24e2e
id_16aa97597,9ac33dbfe
id_16ab940da,497160e06
id_16ae2c9c1,701fd55ef
id_16afe1913,5ab704064
id_16b42d2b6,f222b48dc
id_16b86f72e,19d62c533
id_16ba63ea9,fb559ed55
id_16bc10406,9d5b0d635
id_16bc15cc0,1292bde47
id_16bef6df8,95a5b4f7e
id_16c4bc901,f5195031c
id_16c848ff5,06b61c0ea
id_16c913ce0,34b7b10a7
id_16c922c03,cacb2b860
id_16cc7c70e,8bbb98105
id_16ce6aa89,d58554765
id_16d3c7d95,68b8c1d2c
id_16d558b7f,753b4a983
id_16d5cf655,5607bae33
id_16d9d082c,b76f03e58
id_16dca32dc,cacb2b860
id_16dcb4a25,f10de4b89
id_16de393ea,8b87a7a83
id_16df2d992,292ab2c28
id_16e3322a8,cacb2b860
id_16e580970,8ab744120
id_16e890ea7,ad7b5d8e2
id_16e9d2255,c7ecff8b4
id_16eac2940,e20a1c258
id_16eb08b10,5e6f37c30
id_16f3bfec6,ce292c1df
id_16f3d1e50,fbcfd25a7
id_16f47b36e,f60388237
id_16f52cea2,9f80f3f77
id_16f5d2900,5fe9c41db
id_16fb77b1e,bd5431fe8
id_16fc4c200,d50f18348
id_16ff4f57c,5248950aa
id_17040199b,053b1881a
id_170617aa4,898aa62e6
id_1706cb2d1,e09b0f9e7
id_170761214,4f6ef124e
id_170788ee8,05e9ef087
id_1708e0e8e,f0997edc7
id_170ab5335,2f117323c
id_170d13b73,49b0fc6d7
id_170e4b708,8775bbd3c
id_17137e4b4,bef164506
id_17151431c,a3357cf2a
id_171691835,cacb2b860
id_171c45c6e,3e677daea
id_17206edad,8b292f993
id_1721a5a91,4c77094c0
id_172242245,d219a0018
id_1724f6be1,014d175d7
id_172610b83,34cb34a74
id_172a36525,7bbbd342b
id_172e6984a,fc9706723
id_173380ac1,c38f14d3d
id_1734ca7f7,48f7eba68
id_17371b5ba,9d1c9eb50
id_17384a8b8,9ffc1c082
id_173f37b33,afed0fc6d
id_17426c4ac,dd5d1290c
id_1744a569a,292ab2c28
id_174651055,12fd34362
id_1747d443f,7eebca46e
id_174b39d03,87d714366
id_17513e48a,cacb2b860
id_175392dd9,d01936d7e
id_175452138,5517fd9fd
id_17550ec02,b7847446b
id_175b13209,c66c843e3
id_175b24db9,cacb2b860
id_175e3db39,d1b47f29d
id_176047159,cedcfd30a
id_1761cb312,b3031b373
id_17635d869,cacb2b860
id_176747caf,cacb2b860
id_176822270,2f9b22ec4
id_176aa5de5,34b9bb21b
id_176b1ab89,cf08e0bf8
id_176dd8442,72144a9f6
id_176f5ec03,8689b5677
id_177353faa,169e4500c
id_177418b38,cacb2b860
id_1777152f4,6125952bb
id_177a5f000,123bbd8c9
id_177dd8ce1,839b133ec
id_1782c23ff,754486b37
id_1783cd80b,9aad9c729
id_17849d94c,e479d920b
id_1786ddbe8,8b87a7a83
id_1788469a3,b5ff305ac
id_178995107,5628cb3ee
id_178f8fb46,8d31a1d0a
id_179484bff,d43ece694
id_17a0677f1,4f912b4de
id_17a28b22a,7257ff550
id_17a3f90e4,31addf194
id_17a5b85d7,9b87ce240
id_17a801c57,1d4c91026
id_17ae78ced,dd321cc39
id_17b3e263f,cacb2b860
id_17bc41b7b,015a48b37
id_17c47236c,d2d29e48f
id_17c4731d7,0438952f6
id_17c7aa4ba,cedde2a6c
id_17cd9c7e5,c44ab7c38
id_17cfae129,3228230d1
id_17d24b21c,8fba2455b
id_17d24d6cd,09c344d7e
id_17d320edf,a3357cf2a
id_17d45b426,11f66c124
id_17d57d5d0,d3ae504c0
id_17d977c52,6482bd380
id_17decad80,ff2ef49ab
id_17e0d29cb,61155e673
id_17e0ec7f1,625ee9176
id_17e3b5c2d,702238187
id_17e9f87cf,9e25474f1
id_17eacd240,7d1d72083
id_17eb90106,8693b40e8
id_17edc02ee,e6cd67235
id_17efd9558,e2b16c903
id_17f194b48,23b0c6122
id_17f254717,ed85431dc
id_17f51b30a,de41ef6c9
id_17f797f87,5628cb3ee
id_17f910ee8,dd6c74fea
id_17fa4ee67,e28179d7f
id_180254571,ab15a41c0
id_180392d04,cacb2b860
id_18081942a,a85e8ffe9
id_180ceab86,636db6870
id_181558358,6fb701ca1
id_181683086,155a94eb7
id_1819700b3,88a7e73c1
id_181ac2ac6,d1b47f29d
id_181d7ca05,ed5706da4
id_181e3fd04,cacb2b860
id_181eee876,cbd1e5bae
id_182032242,9a7e1dc21
id_1820b3123,5842b3aff
id_18226ef12,f0bb2c04c
id_182932a8f,732f9e41f
id_18298ab7b,30ebb536b
id_182992eea,cacb2b860
id_182dd78b1,14f536e5c
id_182f5f960,dc90108c3
id_1836f00c3,e07c93ab7
id_183a53dd4,a3066427d
id_183a6c386,1a5b7202f
id_183d5ecb9,009a5da05
id_1842cf5cb,292ab2c28
id_184386df5,6b34e9796
id_1846edd71,f3d93786b
id_1849049fa,33036fe9b
id_18496441e,87d714366
id_184fe8c2a,cacb2b860
id_18507b50e,a6c49d7e9
id_1854acefd,c6bdaddc2
id_1855a347d,0e430527f
id_185759864,6c3a459be
id_18593822a,0df3baf65
id_185f8725a,cacb2b860
id_18652db1c,85401741f
id_1865fdd32,282850f68
id_186628267,821dc7eeb
id_186d423f0,022f3ae8e
id_186df0f8d,eacb563b3
id_1871a8a71,de7b27dbc
id_187253038,6c11c1fd7
id_1875c8213,a5230817b
id_187734182,9f80f3f77
id_187835abd,9a6b15c7b
id_187860805,0fb911637
id_18789607c,9ab79493d
id_1878fa9d2,c699542af
id_187b140ff,80a5b5346
id_187caf5be,1dd9d0bac
id_187ce2217,cacb2b860
id_1883e04ea,a1a7000c4
id_188475d82,af92887f9
id_188864bc9,d1681e2ff
id_188987d7a,8791ef2ae
id_188baec49,808cb9eea
id_188bb4b45,cacb2b860
id_1892cee57,3b55a4a69
id_189819a7d,cacb2b860
id_189af4222,a82072ffe
id_189b80a43,c8682a165
id_189e45f47,96c2fddf7
id_189f13f21,cacb2b860
id_18a277d78,f6d5a3dae
id_18a2f6fa0,9f80f3f77
id_18a7f34f0,e3504b204
id_18a8f0c6e,1c3236de2
id_18aae587a,cacb2b860
id_18ada04c8,3bab16931
id_18b14622f,bf7990bf7
id_18b623be6,4a75f1d42
id_18b7c9524,c5dae49f8
id_18c0e63cc,d38a2d3ef
id_18c1155e8,d32045b5e
id_18c392e48,d1b47f29d
id_18c4f7799,c4fd19474
id_18c7c1606,c0642cc5a
id_18c9b296c,56ea83da7
id_18c9db3eb,405277073
id_18c9dd29d,87d714366
id_18c9e42e7,cacb2b860
id_18cbb0e69,d3ff26fc7
id_18d453349,a21ccc603
id_18d4d8da1,38edb23a3
id_18d51048c,cacb2b860
id_18d522396,87d714366
id_18d827ebf,dcd5c39d1
id_18e170f3d,336d3cb9c
id_18e45415d,4e899d487
id_18e9a1ca2,839b133ec
id_18eb1124f,82fd56cd7
id_18ec043e9,86b856115
id_18ec1da96,af0826003
id_18f045125,9499c3d27
id_18f099c87,a9ac20ce4
id_18f17b22c,e78c48114
id_18f1bd57b,9335516ff
id_18fc11e32,097e28a80
id_18fec6dd8,183c7e3f3
id_1907fc6f0,c0560ba98
id_190880ee2,b65263559
id_1909ce5d3,2bcb41367
id_190a6bb62,f0d517b3a
id_190bf3dac,bd30d81ce
id_190c2bd1d,fce52a537
id_190da014e,19d62c533
id_1911fbb57,47324d95c
id_191317103,0672af23e
id_19133d38b,3e59ffa07
id_1913e3351,9ec582849
id_1915e3e22,acf5d5c31
id_191964619,ea17d0e03
id_191a42d3d,81125af64
id_191a94352,f4a730df7
id_191c4cb1b,0c8688cb8
id_19205b612,17490f218
id_192418c0e,3c325b529
id_1924bbb97,e8f9d8c5a
id_19253c634,9678651a2
id_1926cd9c6,b627b4156
id_1927ac849,82fd56cd7
id_1928a124c,fc19979b0
id_1928ee282,dd1bef73f
id_1929f3edb,09f1ecae4
id_192f9c28e,3fc86d9c1
id_1932721e4,304da17c7
id_19339ed49,cf4523b7d
id_193577544,cacb2b860
id_1938eb542,3702115d8
id_193de6f89,3df6fc891
id_193ea17b3,39cc616d2
id_193eae5f1,c5e163af1
id_1942f7fd1,d289bdd81
id_194550734,931ae30d5
id_194656935,7d5dafb2e
id_194690064,6a73f4bc7
id_19494054c,658cf6c71
id_1952f6cd5,5db1c69e6
id_195486257,cacb2b860
id_1955e84e9,f66a2c5aa
id_19570be3e,62be1e189
id_195899acc,84d5fe2e8
id_19590ce92,7ac150280
id_195c67626,cacb2b860
id_195c846ae,ea5688c84
id_196173610,dc0d4a264
id_1964b6785,cacb2b860
id_196d73621,f30e9ac81
id_196e8fca2,5a518a0f0
id_19706330a,ad1af9ba2
id_19715478f,872bc007e
id_1971d46d8,cacb2b860
id_1975f48b7,d8b1403bc
id_197610e3d,9a37fdcc7
id_1976deae6,d70e663a3
id_197d5be44,6b2d73b7d
id_197e1726b,d50f18348
id_198184e72,1865f086c
id_19829dafb,a2a054566
id_1985ae248,94bd65e9a
id_19874941d,06af533b3
id_198a44852,6fc11b2c5
id_198e0872c,5c9c8a14c
id_19921437e,87d714366
id_1993a0e31,cacb2b860
id_19981ac96,0eae9401c
id_199c7727c,adb0c3173
id_199d92feb,ea4fdaa0b
id_199f3544e,2688e0167
id_19a0a8d47,08049cfd7
id_19ac580e0,87d714366
id_19ac6a125,93303298e
id_19ad59992,b22df5987
id_19ae1fac7,7902ac373
id_19ae53523,e0cd5c091
id_19b18f26e,8b87a7a83
id_19b497311,93cbfaa05
id_19b4fa865,070589dd4
id_19b6844ec,7438ef08f
id_19b837f90,3f374d199
id_19c0c94a8,51989c2ad
id_19ca12ec3,5d9bb0ebe
id_19cb15118,3ff075492
id_19cd9a533,7343524ec
id_19cdf45a1,d0d0d9885
id_19ceaefa1,ad7d27aa1
id_19cff3751,cacb2b860
id_19d090be4,6d365d473
id_19d21b35e,6609f523a
id_19d6af4bd,87d714366
id_19dfd274d,f4d605dbe
id_19e98e7b0,08e555b5d
id_19eb4d0c0,a4fde711c
id_19f443621,91b11acc4
id_19f5e687b,c3273cd04
id_19f9d456b,f88ceb191
id_19f9f2b56,fa69a1fc0
id_19fa0c63e,497160e06
id_19fbe55b4,3e99aea6b
id_19fe393df,a8e1ede40
id_1a062a787,f1441e94d
id_1a063ccc6,825e3a43c
id_1a07f794e,19952d3be
id_1a0afe988,a3daef582
id_1a0cb9588,cacb2b860
id_1a0d6f1fb,691956bc1
id_1a0e722a7,a91b3dc1e
id_1a1049574,cacb2b860
id_1a13d8ae8,bb7bcdbc2
id_1a15f6546,2249f481f
id_1a16083a1,e09b0f9e7
id_1a17c635a,8d26b9118
id_1a22a1685,94e537324
id_1a22b5b1e,3b1b7319a
id_1a267e9aa,0b710dd39
id_1a2758181,e30dcf933
id_1a2aabd78,e994cfd02
id_1a349c157,2ab816414
id_1a351cf6b,75794d149
id_1a3b09607,6c1147903
id_1a3b50af6,d50f18348
id_1a402088a,7e569a33a
id_1a41f5033,ae915ad1f
id_1a43ee899,74f7ce505
id_1a484f168,a21ccc603
id_1a48723c5,1000f4a19
id_1a4c97acd,d50f18348
id_1a4d394b4,c5dc03149
id_1a525b9a5,704cc1b51
id_1a52f3815,cacb2b860
id_1a53ca977,c095b5186
id_1a557b426,0f7cd09d2
id_1a5764352,cacb2b860
id_1a5e39212,8e99eca56
id_1a5ee766e,e06eedef4
id_1a5f4e418,e61b0efb9
id_1a5f5a3e1,9e9c9ce56
id_1a601b06b,1a30dbdd2
id_1a6122127,233bbbb62
id_1a6abdb1a,d1b47f29d
id_1a6b45fd1,a4a6aef68
id_1a6d85b92,d50f18348
id_1a7019ad3,10f5655d8
id_1a743ac8e,288928fcc
id_1a76d8de8,87d714366
id_1a772f42a,1f615ecea
id_1a77ae7fb,81818cf39
id_1a78d47b4,b9f7f3b59
id_1a7d4c900,b0a0d2656
id_1a7df2174,6ff369788
id_1a83fe6cf,c1e8f63a7
id_1a84e027f,abe5d0dcc
id_1a8729bce,eac8bbb7f
id_1a88b80b0,f98a1abd6
id_1a8a4c421,cacb2b860
id_1a8bb42a2,8c7f86626
id_1a8bd59cd,cacb2b860
id_1a925ff30,be3cd78c2
id_1a935fcbf,1b09b35f0
id_1a9b3f4c5,d1b47f29d
id_1a9c4121a,29acd3bb8
id_1aa6ecc6d,d870d8287
id_1aa7d29d6,2e4d2bec4
id_1aa9141a7,81ef43f78
id_1aab2acdb,e7b414c12
id_1aac7feee,c77f2e928
id_1aad29641,cacb2b860
id_1aad994c3,e5922d23c
id_1aafed5e6,c89f8f935
id_1ab388837,87d714366
id_1ab3a71fb,1d6d22a71
id_1ab52b7dc,702238187
id_1ab7d9dbe,cdae2ebbf
id_1abc7a50c,1e5cd39b1
id_1abe17661,74fed7806
id_1ac63356e,7d4f1aa23
id_1ac7347dd,8b87a7a83
id_1ad5e4ca7,e852bc8e7
id_1ae144592,e1efce54c
id_1ae19d769,a1976a4b8
id_1ae67e8b7,9a4aae9f4
id_1ae777f59,ad1b1d36e
id_1ae825d32,81ef43f78
id_1aec96f7b,c9798b7d8
id_1aefacaa9,1634c47d4
id_1af633dfd,fb67ca7d9
id_1af65edc3,cacb2b860
id_1af88dd85,6c8ad2e0d
id_1af8ed391,f7e6d1b90
id_1afd6384c,d7e64b73e
id_1b00b6739,9f80f3f77
id_1b0256e8c,ed2223aa5
id_1b02d1f3d,561119c80
id_1b0456a84,f4a0da844
id_1b068fce1,42c4f2a5a
id_1b07046b0,8235a227e
id_1b0727d38,a95ca4f7d
id_1b0788aca,8f154f6ba
id_1b0a0e540,8e62620d4
id_1b0a765a4,cacb2b860
id_1b0b65599,6d96a6775
id_1b0cb7563,292ab2c28
id_1b0cfde1b,61ecd9a5b
id_1b1252ca0,b2e6403f4
id_1b15c61ec,13da34f0d
id_1b1658149,d2a147729
id_1b17e925e,cacb2b860
id_1b1b603b5,ab3f5b53b
id_1b1c3816a,e572e62e2
id_1b1c441a3,6e9a63153
id_1b2325c04,b1b429d55
id_1b240d635,fc9c586b9
id_1b2545263,8648dfe09
id_1b25b9a18,280f14f8c
id_1b26b076b,6af506b12
id_1b26c6400,216e28696
id_1b2b0a7ab,bf37a2d6a
id_1b2df1346,09a82e482
id_1b31a3dc1,fe1c34dbe
id_1b31d6454,9cf0df213
id_1b34b8af5,292ab2c28
id_1b352894b,7380e6402
id_1b37df787,61155e673
id_1b3dbf9e1,c653b6f11
id_1b42f3587,0994324f7
id_1b42fe069,87d714366
id_1b4784584,ec41848ef
id_1b4d493c5,bbd36745d
id_1b5151b12,f3f77dac0
id_1b5345ffd,db8846a47
id_1b53ac172,2c37f433d
id_1b545c1bb,cacb2b860
id_1b5547523,47790ff22
id_1b5958545,adabf11d3
id_1b59b7384,f3f77dac0
id_1b5a59277,0d0a37f28
id_1b65f4a51,593a5d6ad
id_1b666048d,56d71e6c1
id_1b66b03d8,5857b6280
id_1b69a2b3f,b0129f66e
id_1b6d68ddf,d78eb4d60
id_1b7254ab2,246d8afb2
id_1b78538ca,ace16ad9c
id_1b7b83089,cacb2b860
id_1b7d1538c,6c1dc8477
id_1b7d6c2ce,070589dd4
id_1b87453f2,60d87ebe7
id_1b8a4d7aa,b2e6403f4
id_1b8b5fb20,82dee97da
id_1b8cf875a,cacb2b860
id_1b8d58c28,ad7d27aa1
id_1b8e4a77a,f985fee46
id_1b9583650,2925884c5
id_1b9e2ad95,e57f7453e
id_1ba09af5d,cacb2b860
id_1ba41b4c6,a1f8fe095
id_1ba64ed6f,82b9b3b09
id_1bab4b3e5,82da03539
id_1baf5b4f2,5628cb3ee
id_1baf5f0f1,a73140a7b
id_1bafe6a28,cacb2b860
id_1bb4a0253,745a54458
id_1bb6de988,8c25111b8
id_1bbea65a1,d92c22baf
id_1bc223e8b,924c9bb02
id_1bc5553b5,b8bffd104
id_1bcde8e0d,24ac0214f
id_1bd04687e,a42acae5f
id_1bd1abbef,50b5317f3
id_1bd5da980,6c53d8743
id_1bd7f8d32,535148020
id_1bdcdeea2,5fe9c41db
id_1bdfe9755,ab3f5b53b
id_1be0da5c3,15f67f442
id_1be127566,9f80f3f77
id_1be4d4632,23bdbc9c0
id_1bec1bac4,097e28a80
id_1bf1e5331,4d8786048
id_1bf4398f1,9800c0dfb
id_1bf7a2071,16fc18110
id_1bf910c02,63ffa9918
id_1bf98e648,f9dc6d706
id_1bfe1ddce,39b5b0061
id_1c03f7c58,9f80f3f77
id_1c0d1f227,753b4a983
id_1c119b4af,25d3c2526
id_1c14c7099,9f80f3f77
id_1c183e614,755b7d1c4
id_1c1d59613,201cdcec8
id_1c1d7b19b,b1795fcb0
id_1c24d9096,ae1c0d788
id_1c2605620,00d2de1d8
id_1c2814bc5,5d9bb0ebe
id_1c2b8a254,4412f3146
id_1c2cb1483,ea039e7b3
id_1c2cbaac8,169e4500c
id_1c2f68956,5628cb3ee
id_1c2ff74af,b79339b0f
id_1c302fd1b,eefd02544
id_1c33550f5,6326e38e9
id_1c33757b3,a043e7bb8
id_1c344cf46,a95ca4f7d
id_1c348498e,9ae8e1c27
id_1c3700c2e,4bb65ea5d
id_1c38b12fb,2855e975f
id_1c39331b2,520c29eff
id_1c3c1b796,8b87a7a83
id_1c3c20881,58c0f7a88
id_1c3cf86b4,8b87a7a83
id_1c3dc668f,dd73b5345
id_1c401a38a,0f1a2baa0
id_1c47c853b,6e986ee5c
id_1c4f0579d,02ae89796
id_1c54c66bb,ecb123db2
id_1c59af738,d6c695e8f
id_1c5b54896,6b099f4be
id_1c637ca68,9af8c1058
id_1c65bc543,74b575fae
id_1c6e3ffe1,81bf9fb8c
id_1c709a882,87d714366
id_1c717d5c4,9f80f3f77
id_1c751757a,02858eca8
id_1c7712a45,273ff6a56
id_1c79d36aa,ee806f8a1
id_1c7a79392,292ab2c28
id_1c7dd76dc,eb9449a92
id_1c7f1d080,f92d8dc63
id_1c84cb286,5f326dadb
id_1c873e294,87d714366
id_1c8bef233,94e531807
id_1c8ee00e2,96c2fddf7
id_1c9689b63,f662e4f65
id_1c9770c9b,7448e44d7
id_1c98439ee,d3ff26fc7
id_1c988f6e3,2701543aa
id_1c99b8f96,de41ef6c9
id_1c9a91773,0c697edf3
id_1c9af8b44,c9733b113
id_1ca24a81e,d08af5d4b
id_1ca2b3c6d,4c57ebd49
id_1ca2b7bd7,ccf6fadc3
id_1ca437de1,e1b1ac327
id_1ca439913,b2e18c9b7
id_1ca47e3c3,cacb2b860
id_1ca83af5b,ac7ea7c77
id_1cb591766,d3228fdfc
id_1cb83886c,4261791cf
id_1cbae567b,e2eb1d736
id_1cbc1bf09,b974bd605
id_1cbd00496,cacb2b860
id_1cbe042fa,ad7b5d8e2
id_1cbe5cf55,9cc1467b6
id_1cbf18f2a,d50f18348
id_1cc5574d2,95a5b4f7e
id_1ccdb55e3,cacb2b860
id_1ccef5635,f96caffcb
id_1cd373838,1a30dbdd2
id_1cd39b8fd,d2c1d1a42
id_1cd68f284,8ee60a3e0
id_1cd8593eb,41267bb69
id_1cddd7d81,87d714366
id_1ce0651ce,b51c84690
id_1ce0dfe8c,4f6ef124e
id_1ce50df6b,36ab4aaf7
id_1ce6df468,a3066427d
id_1ce9d9578,18f6fcc4f
id_1cea87814,2d8e2eb5a
id_1cf528dee,d602cdf50
id_1cf9ed1fd,6ea819c9e
id_1cfa5e826,6c8ad2e0d
id_1cfcdf337,11b3dbac8
id_1cffc1673,eac32b0ef
id_1d00f755a,957aaf61f
id_1d01ae5c8,4b3c59823
id_1d043cbad,0c8bdba10
id_1d04cc746,17196dc34
id_1d04d8d7c,39e755d09
id_1d0be7f16,cacb2b860
id_1d104d70f,18c66651f
id_1d110cf2a,09d2dafc9
id_1d135261b,46ef1d590
id_1d1461858,03b09563c
id_1d1481102,123bd9005
id_1d1e421fd,246d8afb2
id_1d286870e,06008aff2
id_1d2a3b8ed,0d7aae6fe
id_1d35aba88,1e1354bb0
id_1d37f209e,48b540088
id_1d3811556,95b589070
id_1d3b3d4b9,9f80f3f77
id_1d3ff5f33,cacb2b860
id_1d41572b5,d14919a0e
id_1d433272f,d9373049c
id_1d4365107,4ddf83a79
id_1d45f53a8,5a3c49d79
id_1d46e424e,87d714366
id_1d4729e3e,7cfd07b12
id_1d4cdb375,724c0c3db
id_1d4fe7d70,0ddc8c8dd
id_1d51481b7,d1b47f29d
id_1d5486c94,40b898b08
id_1d58729ee,1493a1e86
id_1d598cb1d,5d1e27b26
id_1d5ad095b,694423d34
id_1d5b88925,cacb2b860
id_1d5cc9998,84aee86ce
id_1d6043609,b266bfb86
id_1d650ed9d,6c11c1fd7
id_1d6c47ad9,87d714366
id_1d6c70400,5959d1d1e
id_1d6d86f7d,cacb2b860
id_1d73aef5d,5778f608a
id_1d79354c8,b41d21dbe
id_1d7e2f437,52d1e6f43
id_1d85aa5a9,87d714366
id_1d86d7244,6c11c1fd7
id_1d8738cbe,d50f18348
id_1d8e87f61,3c39c920a
id_1d8f60c0d,8b1bbb1e1
id_1d90f546b,02084574f
id_1d9111c62,bb9ea924c
id_1d934cd34,d144a991c
id_1d9794319,2a74be16e
id_1d99d30a4,5f5bcae2c
id_1d9c7954a,7614ec763
id_1d9cb1007,515a65661
id_1d9d2216f,9684693b8
id_1da254c3a,3f0bd259a
id_1da360d7f,fd68e0363
id_1da795f31,288928fcc
id_1da8f02fa,cd4f7ec46
id_1da9ab969,fbcfd25a7
id_1da9daed1,1abba6a06
id_1dae36e5b,e56d07ab5
id_1db3ace47,f601d2b46
id_1db57c9cb,f46b450ef
id_1dba2399c,6c53d8743
id_1dc11b9b1,a74cfd885
id_1dc17087b,d1b47f29d
id_1dc4ee80c,e264a6107
id_1dc5b8ab1,6597149ef
id_1dcb6aafe,dca99d7e0
id_1dd00c560,987f5f004
id_1dd7175f6,9b0fa2676
id_1ddb38bc5,1d4c91026
id_1ddd876e6,d50f18348
id_1de08422e,e4751b544
id_1de3205e8,b92159903
id_1de4429fe,e989a62f1
id_1de4bb79e,7fbcc1553
id_1de9a00a2,6c90f6912
id_1deba1299,cacb2b860
id_1def940cb,49b0fc6d7
id_1df16945b,7473b8828
id_1df852f14,180096cac
id_1df8b8484,9f80f3f77
id_1dfd216ec,c1c66be79
id_1dfe9921d,2862c5a81
id_1e012fee9,753b4a983
id_1e01a3b39,3cc579952
id_1e06be622,14fd3a8f6
id_1e094349d,292ab2c28
id_1e14d2553,994e6101b
id_1e1695ece,adabf11d3
id_1e1c0fdd1,af12e2904
id_1e1d99e37,67faa565c
id_1e266698b,3d5464736
id_1e2bbbafd,cacb2b860
id_1e2be2c48,d2e554fc3
id_1e2ec3ab2,6ddb71abd
id_1e3781561,58684fff2
id_1e39b9cb7,8d43856e0
id_1e3f38eb2,f28dee1cd
id_1e40763ca,2c37f433d
id_1e40a37a2,cacb2b860
id_1e4204cc5,9f80f3f77
id_1e44c6186,6ab5f49ce
id_1e45036a6,b66b0e2f9
id_1e4884ec1,a17e63cf1
id_1e4a472a2,3c195fc5b
id_1e4c06064,81125af64
id_1e54be56f,411184db3
id_1e5769fa8,cacb2b860
id_1e584e0cb,2fcb45e51
id_1e5addc14,f7a227434
id_1e5e41026,cfbbea3fc
id_1e6518e8f,601b091c0
id_1e6a0aa88,91a61ad44
id_1e7527876,858648e0f
id_1e753fc89,f25e67be6
id_1e76e1c78,6fc581ecc
id_1e7755c2a,c2984f3f3
id_1e78001b2,e8f9bb247
id_1e78099d1,95a5b4f7e
id_1e781c324,bdd03a71e
id_1e7c3a494,3581254ef
id_1e7d21bbd,cacb2b860
id_1e7e455d1,87d714366
id_1e7ef4406,6b8ddd0d5
id_1e7f370b6,8a3518589
id_1e80699f9,704bbbfad
id_1e8189afd,a48700886
id_1e88ab32c,3cc579952
id_1e8c9aa32,a7561b089
id_1e8dc56b6,9ab3a6c42
id_1e8ed5bf4,1d4c91026
id_1e8f5ac69,b96d23f70
id_1e924ef1b,44312df3f
id_1e9933044,feb9315c0
id_1e9e17165,38ae82552
id_1e9eb237a,a99e370a4
id_1ea2fbed3,e2b513d9a
id_1ea7011c4,2f5b9b3bd
id_1ea8970b0,0ab979d56
id_1eaa5d1c9,5ab704064
id_1eab01d51,a1976a4b8
id_1eae4a3a1,c3b5cac71
id_1eaf2bf20,733a149a4
id_1eb0cf8e2,3581254ef
id_1eb134b38,3724bf970
id_1eb6710b8,d50f18348
id_1eb791e0d,8d43856e0
id_1eba0140f,7da2a5fff
id_1ebbe1362,94e537324
id_1ebbfb0b9,79fdea83b
id_1ebe93ca8,fcfed83c3
id_1ec0fbd05,cf3449dda
